CustomerID,sales_avg_M_2,sales_avg_M_3,sales_avg_M_4,sales_avg_M_5,sales_count_M_2,sales_count_M_3,sales_count_M_4,sales_count_M_5,sales_sum_M_2,sales_sum_M_3,sales_sum_M_4,sales_sum_M_5,CLV_3M
12375.0,230.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,230.3,0.0,0.0,0.0,227.20000000000002
12377.0,0.0,0.0,626.6,1001.52,0.0,0.0,1.0,1.0,0.0,0.0,626.6,1001.52,0.0
12378.0,4008.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4008.62,0.0,0.0,0.0,0.0
12379.0,392.40000000000003,459.84,0.0,0.0,1.0,1.0,0.0,0.0,392.40000000000003,459.84,0.0,0.0,0.0
12380.0,626.01,607.5500000000001,0.0,0.0,1.0,1.0,0.0,0.0,626.01,607.5500000000001,0.0,0.0,1491.25
12381.0,1268.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1268.74,0.0,0.0,0.0,429.56
12383.0,0.0,120.805,504.115,600.72,0.0,2.0,2.0,1.0,0.0,241.61,1008.23,600.72,0.0
12384.0,292.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,292.69,0.0,0.0,0.0,292.58
12386.0,0.0,0.0,143.0,258.9,0.0,0.0,1.0,1.0,0.0,0.0,143.0,258.9,0.0
12388.0,864.0050000000001,0.0,255.41666666666666,0.0,2.0,0.0,3.0,0.0,1728.0100000000002,0.0,766.25,0.0,286.4
12390.0,549.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,549.84,0.0,0.0,0.0,0.0
12393.0,521.5,421.6,319.75,0.0,1.0,1.0,2.0,0.0,521.5,421.6,639.5,0.0,0.0
12394.0,0.0,381.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,381.08,0.0,0.0,891.4
12395.0,165.95,165.23,279.005,339.96000000000004,1.0,3.0,2.0,2.0,165.95,495.69,558.01,679.9200000000001,1119.06
12397.0,1214.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1214.81,0.0,0.0,0.0,1195.09
12399.0,209.62,305.49,288.05,0.0,1.0,2.0,1.0,0.0,209.62,610.98,288.05,0.0,0.0
12401.0,0.0,0.0,84.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.3,0.0,0.0
12402.0,0.0,0.0,225.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,225.6,0.0,0.0
12405.0,1710.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1710.39,0.0,0.0,0.0,0.0
12406.0,0.0,1621.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1621.25,0.0,0.0,1794.05
12407.0,455.7,269.66,226.3,0.0,2.0,1.0,1.0,0.0,911.4,269.66,226.3,0.0,300.76
12408.0,642.28,654.18,418.795,0.0,1.0,1.0,2.0,0.0,642.28,654.18,837.59,0.0,754.5
12409.0,2432.795,6207.08,0.0,0.0,2.0,1.0,0.0,0.0,4865.59,6207.08,0.0,0.0,0.0
12410.0,0.0,0.0,346.66499999999996,0.0,0.0,0.0,2.0,0.0,0.0,0.0,693.3299999999999,0.0,0.0
12412.0,356.19,514.5,0.0,0.0,2.0,1.0,0.0,0.0,712.38,514.5,0.0,0.0,0.0
12413.0,0.0,84.65,479.25,0.0,0.0,1.0,1.0,0.0,0.0,84.65,479.25,0.0,194.20000000000002
12414.0,0.0,204.325,153.76,0.0,0.0,2.0,1.0,0.0,0.0,408.65,153.76,0.0,0.0
12415.0,4629.528333333333,7293.594,9460.685000000001,0.0,6.0,5.0,4.0,0.0,27777.17,36467.97,37842.74,0.0,22826.65
12417.0,459.125,436.745,366.72,291.34,2.0,2.0,2.0,1.0,918.25,873.49,733.44,291.34,462.85
12418.0,668.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,668.58,0.0,0.0,0.0,0.0
12421.0,231.76,239.35,157.45,0.0,1.0,1.0,1.0,0.0,231.76,239.35,157.45,0.0,178.48
12422.0,147.7,417.36,238.5,0.0,1.0,1.0,1.0,0.0,147.7,417.36,238.5,0.0,0.0
12423.0,198.98,224.70000000000002,269.83000000000004,237.93,1.0,3.0,2.0,1.0,198.98,674.1,539.6600000000001,237.93,0.0
12424.0,0.0,880.4800000000001,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1760.9600000000003,0.0,0.0,0.0
12425.0,777.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,777.2,0.0,0.0,0.0,0.0
12426.0,0.0,582.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,582.73,0.0,0.0,0.0
12427.0,0.0,0.0,0.0,303.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,303.5,522.3
12428.0,618.79,373.72,1187.364,0.0,2.0,1.0,5.0,0.0,1237.58,373.72,5936.82,0.0,408.34000000000003
12429.0,0.0,781.69,0.0,1281.5,0.0,2.0,0.0,1.0,0.0,1563.38,0.0,1281.5,905.52
12431.0,429.01,473.625,479.10999999999996,386.975,4.0,2.0,3.0,2.0,1716.04,947.25,1437.3300000000002,773.95,1612.88
12432.0,0.0,1338.8866666666665,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4016.66,0.0,0.0,1042.66
12433.0,2608.11,0.0,0.0,1893.56,1.0,0.0,0.0,2.0,2608.11,0.0,0.0,3787.12,4341.95
12434.0,519.89,0.0,286.25,0.0,1.0,0.0,1.0,0.0,519.89,0.0,286.25,0.0,0.0
12435.0,3850.9,0.0,3978.9900000000002,0.0,1.0,0.0,1.0,0.0,3850.9,0.0,3978.9900000000002,0.0,0.0
12436.0,509.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,509.01,0.0,0.0,0.0,0.0
12437.0,185.76,336.515,226.13400000000001,0.0,3.0,4.0,5.0,0.0,557.28,1346.06,1130.67,0.0,1751.5
12438.0,890.0699999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,890.0699999999999,0.0,0.0,0.0,2016.78
12441.0,0.0,0.0,0.0,173.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,173.55,0.0
12444.0,659.805,1870.2,0.0,0.0,2.0,1.0,0.0,0.0,1319.61,1870.2,0.0,0.0,1815.65
12447.0,0.0,476.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,476.49,0.0,0.0,0.0
12449.0,932.825,858.9300000000001,0.0,0.0,2.0,1.0,0.0,0.0,1865.65,858.9300000000001,0.0,0.0,1342.71
12450.0,96.0,101.88,0.0,0.0,1.0,1.0,0.0,0.0,96.0,101.88,0.0,0.0,0.0
12451.0,0.0,2388.31,2919.5099999999998,0.0,0.0,1.0,1.0,0.0,0.0,2388.31,2919.5099999999998,0.0,3727.7
12453.0,707.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,707.09,0.0,0.0,0.0,0.0
12455.0,167.85333333333332,264.4,849.45,0.0,3.0,1.0,2.0,0.0,503.56,264.4,1698.9,0.0,0.0
12456.0,1325.23,0.0,940.1700000000001,0.0,1.0,0.0,1.0,0.0,1325.23,0.0,940.1700000000001,0.0,915.64
12457.0,366.5433333333333,355.75,0.0,0.0,3.0,3.0,0.0,0.0,1099.6299999999999,1067.25,0.0,0.0,196.35
12458.0,505.48,0.0,441.92,0.0,1.0,0.0,1.0,0.0,505.48,0.0,441.92,0.0,0.0
12461.0,413.44,0.0,0.0,0.0,2.0,0.0,0.0,0.0,826.88,0.0,0.0,0.0,0.0
12462.0,0.0,0.0,762.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,762.11,0.0,427.48
12463.0,0.0,328.5966666666667,0.0,0.0,0.0,3.0,0.0,0.0,0.0,985.79,0.0,0.0,358.99
12464.0,117.85,90.5,181.92499999999998,0.0,2.0,2.0,2.0,0.0,235.7,181.0,363.84999999999997,0.0,431.5
12465.0,0.0,440.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,440.94,0.0,0.0,301.25
12468.0,0.0,508.95000000000005,220.59,0.0,0.0,1.0,1.0,0.0,0.0,508.95000000000005,220.59,0.0,0.0
12471.0,422.85499999999996,388.87249999999995,593.494,968.5899999999999,8.0,4.0,5.0,4.0,3382.84,1555.4899999999998,2967.47,3874.36,5805.38
12472.0,612.1,1266.66,708.77,1631.3,1.0,1.0,2.0,1.0,612.1,1266.66,1417.54,1631.3,1644.51
12473.0,514.06,672.1899999999999,0.0,0.0,1.0,1.0,0.0,0.0,514.06,672.1899999999999,0.0,0.0,2752.3
12474.0,390.3066666666667,310.0225,325.175,0.0,3.0,4.0,6.0,0.0,1170.92,1240.09,1951.05,0.0,3013.73
12476.0,640.085,861.4350000000001,354.89,12.45,2.0,2.0,2.0,1.0,1280.17,1722.8700000000001,709.78,12.45,3091.15
12477.0,4257.0599999999995,2221.02,2355.9500000000003,0.0,1.0,1.0,1.0,0.0,4257.0599999999995,2221.02,2355.9500000000003,0.0,4385.71
12480.0,557.6800000000001,0.0,793.635,0.0,1.0,0.0,2.0,0.0,557.6800000000001,0.0,1587.27,0.0,1136.6799999999998
12481.0,0.0,624.9966666666667,478.4766666666667,395.67,0.0,3.0,3.0,2.0,0.0,1874.99,1435.43,791.34,1494.56
12483.0,309.45,191.7625,547.56,0.0,1.0,4.0,1.0,0.0,309.45,767.05,547.56,0.0,860.9200000000001
12484.0,693.245,1137.99,1138.67,0.0,2.0,1.0,1.0,0.0,1386.49,1137.99,1138.67,0.0,878.57
12488.0,553.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,553.39,0.0,0.0,0.0,745.27
12489.0,0.0,0.0,334.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,334.93,0.0,0.0
12490.0,624.27,407.78,864.22,0.0,3.0,2.0,1.0,0.0,1872.81,815.56,864.22,0.0,1403.04
12492.0,126.39000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.39000000000001,0.0,0.0,0.0,136.82
12493.0,0.0,216.87,0.0,0.0,0.0,2.0,0.0,0.0,0.0,433.74,0.0,0.0,0.0
12494.0,153.22,403.09000000000003,250.0,31.275,1.0,1.0,1.0,2.0,153.22,403.09000000000003,250.0,62.55,377.24
12497.0,1043.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1043.1,0.0,0.0,0.0,0.0
12500.0,378.0,185.64000000000001,302.55,0.0,1.0,1.0,4.0,0.0,378.0,185.64000000000001,1210.2,0.0,2483.98
12501.0,0.0,0.0,2169.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2169.39,0.0,0.0
12502.0,940.6099999999999,522.6,660.025,0.0,2.0,1.0,2.0,0.0,1881.2199999999998,522.6,1320.05,0.0,0.0
12506.0,0.0,73.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.5,0.0,0.0,0.0
12507.0,429.325,0.0,446.16,0.0,2.0,0.0,1.0,0.0,858.65,0.0,446.16,0.0,0.0
12509.0,0.0,0.0,176.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.5,0.0,0.0
12510.0,301.52,0.0,681.05,0.0,1.0,0.0,1.0,0.0,301.52,0.0,681.05,0.0,0.0
12513.0,612.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,612.29,0.0,0.0,0.0,0.0
12514.0,0.0,0.0,1017.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1017.68,0.0,0.0
12515.0,0.0,0.0,0.0,383.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,383.7,0.0
12516.0,728.86,583.2,0.0,0.0,1.0,1.0,0.0,0.0,728.86,583.2,0.0,0.0,0.0
12517.0,594.475,766.95,0.0,0.0,2.0,1.0,0.0,0.0,1188.95,766.95,0.0,0.0,546.94
12518.0,424.865,0.0,0.0,0.0,2.0,0.0,0.0,0.0,849.73,0.0,0.0,0.0,868.02
12520.0,468.35,463.59999999999997,616.98,0.0,2.0,1.0,2.0,0.0,936.7,463.59999999999997,1233.96,0.0,0.0
12521.0,599.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,599.68,0.0,0.0,0.0,0.0
12523.0,160.48499999999999,138.75,120.48000000000002,0.0,4.0,1.0,3.0,0.0,641.94,138.75,361.44,0.0,647.64
12524.0,0.0,594.77,446.0566666666666,0.0,0.0,3.0,3.0,0.0,0.0,1784.31,1338.1699999999998,0.0,1363.24
12526.0,520.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,520.3,0.0,0.0,0.0,519.28
12527.0,63.790000000000006,0.0,142.46,0.0,1.0,0.0,2.0,0.0,63.790000000000006,0.0,284.92,0.0,0.0
12528.0,257.855,0.0,385.83000000000004,0.0,2.0,0.0,2.0,0.0,515.71,0.0,771.6600000000001,0.0,646.11
12530.0,416.65,417.6,387.40000000000003,0.0,1.0,1.0,1.0,0.0,416.65,417.6,387.40000000000003,0.0,440.63
12534.0,1089.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1089.18,0.0,0.0,0.0,0.0
12535.0,344.9,371.45,0.0,0.0,1.0,1.0,0.0,0.0,344.9,371.45,0.0,0.0,0.0
12539.0,0.0,0.0,1505.8966666666665,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4517.69,0.0,1050.66
12540.0,665.5783333333334,1014.8633333333333,858.9733333333334,881.01,6.0,3.0,3.0,1.0,3993.47,3044.59,2576.92,881.01,2904.25
12541.0,0.0,223.74,312.4,0.0,0.0,1.0,1.0,0.0,0.0,223.74,312.4,0.0,445.03999999999996
12545.0,372.24,0.0,628.15,0.0,1.0,0.0,1.0,0.0,372.24,0.0,628.15,0.0,0.0
12546.0,760.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,760.2,0.0,0.0,0.0,401.3
12547.0,0.0,48.4,159.4,0.0,0.0,1.0,1.0,0.0,0.0,48.4,159.4,0.0,0.0
12548.0,0.0,95.19999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.19999999999999,0.0,0.0,0.0
12550.0,964.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,964.83,0.0,0.0,0.0,0.0
12551.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,168.0,0.0
12553.0,342.485,352.85,345.4425,0.0,2.0,1.0,4.0,0.0,684.97,352.85,1381.77,0.0,995.6700000000001
12556.0,312.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,312.9,0.0,0.0,0.0,290.81
12557.0,4146.34,0.0,2117.3100000000004,620.0,1.0,0.0,2.0,1.0,4146.34,0.0,4234.620000000001,620.0,2990.0
12559.0,0.0,0.0,280.855,0.0,0.0,0.0,2.0,0.0,0.0,0.0,561.71,0.0,0.0
12560.0,718.155,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1436.31,0.0,0.0,0.0,0.0
12561.0,0.0,0.0,238.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,238.85,0.0,0.0
12562.0,519.3199999999999,477.615,0.0,0.0,2.0,2.0,0.0,0.0,1038.6399999999999,955.23,0.0,0.0,1133.5
12564.0,0.0,0.0,456.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,456.9,0.0,0.0
12565.0,0.0,0.0,145.92,0.0,0.0,0.0,1.0,0.0,0.0,0.0,145.92,0.0,0.0
12566.0,351.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,351.65,0.0,0.0,0.0,0.0
12567.0,871.4399999999999,731.9975,1236.73,971.19,2.0,4.0,1.0,2.0,1742.8799999999999,2927.99,1236.73,1942.38,1551.3
12569.0,95.7425,200.24857142857147,0.0,0.0,8.0,7.0,0.0,0.0,765.94,1401.74,0.0,0.0,1261.99
12571.0,248.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,248.35,0.0,0.0,0.0,271.26
12573.0,0.0,160.54000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,160.54000000000002,0.0,0.0,0.0
12574.0,0.0,0.0,218.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,218.45,0.0,0.0
12576.0,257.45,154.8,266.85,0.0,2.0,1.0,1.0,0.0,514.9,154.8,266.85,0.0,379.28
12577.0,0.0,0.0,0.0,195.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195.89,461.90999999999997
12578.0,0.0,0.0,1608.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1608.66,0.0,1185.85
12579.0,440.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,440.42,0.0,0.0,0.0,0.0
12580.0,0.0,415.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,415.7,0.0,0.0,0.0
12582.0,0.0,306.2,205.16,0.0,0.0,1.0,1.0,0.0,0.0,306.2,205.16,0.0,0.0
12583.0,360.0925,346.48,588.1899999999999,855.86,4.0,3.0,3.0,1.0,1440.37,1039.44,1764.57,855.86,1486.3700000000001
12584.0,146.54999999999998,159.11,463.63,0.0,3.0,1.0,1.0,0.0,439.65,159.11,463.63,0.0,1075.31
12585.0,0.0,777.25,0.0,1262.85,0.0,1.0,0.0,1.0,0.0,777.25,0.0,1262.85,0.0
12589.0,131.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131.5,0.0,0.0,0.0,515.1800000000001
12590.0,0.0,4932.13,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9864.26,0.0,0.0,0.0
12591.0,0.0,0.0,452.84999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,452.84999999999997,0.0,0.0
12592.0,205.8,231.8,0.0,0.0,1.0,1.0,0.0,0.0,205.8,231.8,0.0,0.0,0.0
12593.0,91.05,236.0,0.0,0.0,2.0,1.0,0.0,0.0,182.1,236.0,0.0,0.0,0.0
12594.0,721.95,295.15000000000003,230.625,0.0,1.0,3.0,4.0,0.0,721.95,885.45,922.5,0.0,808.32
12596.0,0.0,269.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,269.95,0.0,0.0,348.32
12597.0,0.0,912.66,516.15,0.0,0.0,1.0,1.0,0.0,0.0,912.66,516.15,0.0,2382.41
12598.0,330.2,282.44,720.86,0.0,2.0,2.0,1.0,0.0,660.4,564.88,720.86,0.0,1076.9399999999998
12599.0,129.45,142.84,156.23000000000002,0.0,2.0,2.0,2.0,0.0,258.9,285.68,312.46000000000004,0.0,175.54000000000002
12600.0,301.1666666666667,244.57,276.01000000000005,137.4,3.0,2.0,2.0,2.0,903.5,489.14,552.0200000000001,274.8,379.58000000000004
12601.0,0.0,104.35,122.78666666666668,0.0,0.0,2.0,3.0,0.0,0.0,208.7,368.36,0.0,0.0
12604.0,75.68,0.0,178.5,0.0,1.0,0.0,1.0,0.0,75.68,0.0,178.5,0.0,0.0
12609.0,326.12,512.8,287.93,0.0,1.0,1.0,1.0,0.0,326.12,512.8,287.93,0.0,0.0
12610.0,628.125,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1256.25,0.0,0.0,0.0,843.29
12612.0,704.0400000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,704.0400000000001,0.0,0.0,0.0,0.0
12613.0,0.0,320.43,410.83,0.0,0.0,2.0,2.0,0.0,0.0,640.86,821.66,0.0,1881.8600000000001
12614.0,0.0,0.0,315.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,315.6,0.0,0.0
12615.0,576.65,634.74,0.0,0.0,1.0,1.0,0.0,0.0,576.65,634.74,0.0,0.0,656.95
12616.0,457.7,0.0,255.6,0.0,1.0,0.0,1.0,0.0,457.7,0.0,255.6,0.0,0.0
12619.0,425.744,425.67999999999995,205.98,0.0,5.0,1.0,1.0,0.0,2128.7200000000003,425.67999999999995,205.98,0.0,880.86
12620.0,377.66,561.66,0.0,0.0,1.0,1.0,0.0,0.0,377.66,561.66,0.0,0.0,400.09
12621.0,644.294,594.3257142857143,831.7466666666666,691.825,5.0,7.0,3.0,2.0,3221.4700000000003,4160.28,2495.24,1383.65,1240.83
12622.0,0.0,180.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,180.1,0.0,0.0,0.0
12623.0,0.0,0.0,305.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,305.1,0.0,0.0
12624.0,341.19,299.94,0.0,0.0,1.0,1.0,0.0,0.0,341.19,299.94,0.0,0.0,0.0
12625.0,0.0,967.2,1716.62,0.0,0.0,1.0,1.0,0.0,0.0,967.2,1716.62,0.0,0.0
12626.0,895.0533333333333,814.74,637.05,0.0,3.0,1.0,2.0,0.0,2685.16,814.74,1274.1,0.0,1846.48
12627.0,545.566,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2727.83,0.0,0.0,0.0,1750.7
12633.0,219.2,716.73,1012.82,0.0,1.0,1.0,1.0,0.0,219.2,716.73,1012.82,0.0,215.23000000000002
12635.0,844.5899999999999,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1689.1799999999998,0.0,0.0,0.0,0.0
12637.0,1090.5833333333333,669.2,574.1833333333334,0.0,3.0,1.0,3.0,0.0,3271.75,669.2,1722.5500000000002,0.0,358.4
12639.0,0.0,486.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,486.1,0.0,0.0,0.0
12640.0,764.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,764.59,0.0,0.0,0.0,409.99
12641.0,185.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,185.9,0.0,0.0,0.0,0.0
12642.0,366.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,366.45,0.0,0.0,0.0,646.8100000000001
12643.0,1202.22,317.805,871.1999999999999,0.0,1.0,4.0,1.0,0.0,1202.22,1271.22,871.1999999999999,0.0,0.0
12644.0,477.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,477.91,0.0,0.0,0.0,0.0
12645.0,511.96000000000004,429.6,369.29999999999995,0.0,1.0,1.0,1.0,0.0,511.96000000000004,429.6,369.29999999999995,0.0,464.32
12647.0,274.84000000000003,322.005,464.7,298.4,4.0,2.0,1.0,4.0,1099.3600000000001,644.01,464.7,1193.6,321.15
12648.0,318.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,318.05,0.0,0.0,0.0,0.0
12649.0,124.25500000000001,375.0,0.0,0.0,2.0,1.0,0.0,0.0,248.51000000000002,375.0,0.0,0.0,0.0
12651.0,0.0,0.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0,0.0,0.0
12652.0,0.0,0.0,919.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,919.98,0.0,0.0
12653.0,1430.75,0.0,779.1,0.0,1.0,0.0,1.0,0.0,1430.75,0.0,779.1,0.0,0.0
12654.0,0.0,85.57499999999999,166.6,0.0,0.0,2.0,1.0,0.0,0.0,171.14999999999998,166.6,0.0,264.23
12656.0,902.91,829.8,0.0,0.0,2.0,2.0,0.0,0.0,1805.82,1659.6,0.0,0.0,585.75
12657.0,618.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,618.44,0.0,0.0,0.0,1024.74
12662.0,407.79,469.25,319.05,261.48,2.0,2.0,2.0,1.0,815.58,938.5,638.1,261.48,971.17
12664.0,486.75,642.0,661.58,0.0,2.0,1.0,1.0,0.0,973.5,642.0,661.58,0.0,1714.8
12665.0,0.0,0.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0
12668.0,0.0,0.0,1227.3,469.87,0.0,0.0,2.0,1.0,0.0,0.0,2454.6,469.87,882.6800000000001
12669.0,471.43,1136.3,1136.3,0.0,1.0,1.0,1.0,0.0,471.43,1136.3,1136.3,0.0,0.0
12670.0,608.0799999999999,513.1949999999999,0.0,0.0,1.0,2.0,0.0,0.0,608.0799999999999,1026.3899999999999,0.0,0.0,1361.58
12672.0,0.0,0.0,225.89999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,225.89999999999998,0.0,0.0
12673.0,0.0,0.0,220.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,220.9,0.0,0.0
12674.0,425.2,488.4,0.0,0.0,1.0,2.0,0.0,0.0,425.2,976.8,0.0,0.0,568.6
12676.0,160.39000000000001,121.55,353.7,0.0,2.0,1.0,2.0,0.0,320.78000000000003,121.55,707.4,0.0,181.66
12678.0,697.2850000000001,1036.76,1798.28,110.64,4.0,2.0,2.0,2.0,2789.1400000000003,2073.52,3596.56,221.28,8947.960000000001
12679.0,94.32000000000001,112.32000000000001,794.06,0.0,1.0,1.0,1.0,0.0,94.32000000000001,112.32000000000001,794.06,0.0,112.32000000000001
12680.0,204.4533333333333,0.0,0.0,0.0,3.0,0.0,0.0,0.0,613.3599999999999,0.0,0.0,0.0,0.0
12681.0,634.0933333333334,559.875,628.1757142857142,1059.0549999999998,3.0,4.0,7.0,2.0,1902.28,2239.5,4397.2300000000005,2118.1099999999997,3130.42
12682.0,304.09222222222223,381.5485714285714,579.0625,537.645,9.0,7.0,4.0,2.0,2736.83,2670.84,2316.25,1075.29,2852.38
12683.0,767.63,420.9075,585.055,531.54,2.0,4.0,4.0,2.0,1535.26,1683.63,2340.2200000000003,1063.08,1056.9
12684.0,0.0,344.87,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1379.48,0.0,0.0,724.75
12685.0,609.6733333333333,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1829.02,0.0,0.0,0.0,1034.06
