SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE
265272,0,Cash loans,M,Y,N,0,202500.0,675000.0,32602.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15612,-1913,-7341.0,-4477,20.0,1,1,0,1,0,0,Laborers
362618,0,Cash loans,F,N,N,0,126000.0,254700.0,14620.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008019,-20249,365243,-9168.0,-3450,,1,0,0,1,0,0,
220254,0,Cash loans,M,N,N,2,63000.0,225000.0,7195.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10046,-745,-2092.0,-2468,,1,1,0,1,0,0,Laborers
292009,0,Cash loans,F,N,N,0,67500.0,76752.0,7605.0,72000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.00702,-22691,365243,-14666.0,-4276,,1,0,0,1,0,0,
179099,0,Cash loans,F,N,Y,0,103500.0,135000.0,9148.5,135000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-8537,-1512,-8518.0,-1178,,1,1,1,1,1,0,Sales staff
331665,0,Cash loans,F,N,N,0,112500.0,381528.0,11695.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-15753,-770,-4559.0,-4556,,1,1,0,1,0,0,
112730,0,Cash loans,M,N,Y,0,193500.0,1579477.5,55030.5,1363500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-22659,365243,-8327.0,-4699,,1,0,0,1,0,0,
217644,0,Cash loans,M,N,Y,0,202500.0,1288350.0,37800.0,1125000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-17713,-462,-10012.0,-1272,,1,1,0,1,0,0,
373178,0,Cash loans,F,N,N,0,135000.0,868500.0,46273.5,868500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-19082,-5760,-13177.0,-2561,,1,1,0,1,0,0,Sales staff
256779,0,Cash loans,F,N,Y,0,58500.0,50940.0,5089.5,45000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0116569999999999,-21348,365243,-3093.0,-4469,,1,0,0,1,1,0,
309496,0,Revolving loans,F,N,N,0,225000.0,157500.0,7875.0,157500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.02461,-16820,-423,-10890.0,-359,,1,1,0,1,0,0,Accountants
390474,0,Cash loans,F,N,N,0,135000.0,443088.0,22752.0,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003069,-17169,-1884,-2034.0,-695,,1,1,0,1,0,0,Secretaries
335031,0,Cash loans,F,N,Y,1,90000.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-13315,-470,-714.0,-3065,,1,1,0,1,0,0,Laborers
189160,0,Cash loans,M,Y,Y,0,180000.0,450000.0,21109.5,450000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-12800,-104,-1293.0,-2370,14.0,1,1,0,1,0,0,Laborers
199028,0,Cash loans,M,N,N,1,180000.0,1078200.0,31522.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561,-15212,-5203,-7068.0,-898,,1,1,1,1,1,0,Laborers
154162,0,Cash loans,F,Y,Y,0,112500.0,270000.0,17707.5,270000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-10382,-3014,-4698.0,-247,7.0,1,1,0,1,1,0,Sales staff
352017,0,Cash loans,F,Y,Y,0,225000.0,281493.0,22698.0,243000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-9937,-2603,-2732.0,-779,15.0,1,1,0,1,0,1,Laborers
132173,0,Cash loans,F,Y,Y,1,81000.0,343800.0,16852.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-11102,-1143,-1841.0,-272,16.0,1,1,0,1,0,0,Sales staff
264258,0,Revolving loans,M,Y,Y,0,607500.0,1237500.0,61875.0,1237500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-12153,-416,-655.0,-4461,5.0,1,1,0,1,0,0,Managers
125058,0,Cash loans,F,Y,N,0,49500.0,544491.0,17694.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.0228,-13518,-3930,-5918.0,-4281,8.0,1,1,0,1,1,0,High skill tech staff
139033,0,Cash loans,F,N,N,0,144000.0,1288350.0,37669.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.032561,-16641,-9988,-10723.0,-133,,1,1,1,1,1,0,Sales staff
272613,0,Cash loans,F,N,Y,0,54000.0,327024.0,11875.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,-23791,365243,-12407.0,-4346,,1,0,0,1,1,0,
335678,0,Cash loans,M,N,Y,1,139500.0,1341000.0,39339.0,1341000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018209,-14696,-376,-983.0,-4070,,1,1,0,1,0,0,Laborers
178810,0,Cash loans,M,N,N,0,81000.0,152820.0,16344.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.002042,-9022,-946,-9022.0,-1349,,1,1,1,1,0,0,Laborers
249378,0,Cash loans,F,N,Y,0,90000.0,219069.0,11313.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-19075,-1036,-11297.0,-2634,,1,1,0,1,0,0,Cleaning staff
385324,0,Cash loans,M,N,N,0,99000.0,276277.5,14593.5,238500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00963,-15630,-1264,-8636.0,-1979,,1,1,0,1,1,0,Laborers
337596,0,Cash loans,M,Y,Y,0,261000.0,1237554.0,36315.0,886500.0,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,0.010006,-21583,-5627,-2821.0,-3319,17.0,1,1,0,1,0,0,Drivers
302437,0,Cash loans,M,N,Y,0,360000.0,450000.0,47254.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13614,-1938,-2471.0,-2427,,1,1,0,1,1,1,High skill tech staff
129844,0,Cash loans,F,Y,Y,2,135000.0,1111914.0,35869.5,796500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-11025,-2310,-5496.0,-3670,4.0,1,1,0,1,0,0,Core staff
247050,0,Cash loans,F,N,Y,0,153000.0,545040.0,25537.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-22376,365243,-12130.0,-4602,,1,0,0,1,0,0,
174660,0,Cash loans,F,N,Y,5,153000.0,314100.0,21375.0,225000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-12412,-2407,-588.0,-1969,,1,1,0,1,0,0,Cleaning staff
